symptoms_text,disease
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea and  toxic_look_(typhos).",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  chills,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  lethargy,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite and  yellowing_of_eyes.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite and  abdominal_pain.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen and  history_of_alcohol_consumption.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
